1509.0,1095.0,-1.0,0.0
1336.0,373.0,-1.0,0.0
1733.0,1709.0,-1.0,0.0
1850.0,341.0,-1.0,0.0
528.0,400.0,-1.0,0.0
1325.0,1390.0,-1.0,0.0
310.0,1920.0,-1.0,0.0
178.0,1445.0,-1.0,0.0
1341.0,1655.0,-1.0,0.0
393.0,118.0,-1.0,0.0
1528.0,20.0,-1.0,0.0
1718.0,1755.0,-1.0,0.0
183.0,315.0,-1.0,0.0
501.0,865.0,-1.0,0.0
1501.0,1811.0,-1.0,0.0
521.0,557.0,-1.0,0.0
1322.0,730.0,-1.0,0.0
294.0,1157.0,-1.0,0.0
493.0,1298.0,-1.0,0.0
1734.0,1292.0,-1.0,0.0
244.0,1506.0,-1.0,0.0
1807.0,1942.0,-1.0,0.0
1846.0,87.0,-1.0,0.0
387.0,298.0,-1.0,0.0
315.0,380.0,-1.0,0.0
293.0,1688.0,-1.0,0.0
1905.0,1149.0,-1.0,0.0
253.0,1475.0,-1.0,0.0
585.0,1790.0,-1.0,0.0
1012.0,453.0,-1.0,0.0
158.0,1968.0,-1.0,0.0
78.0,563.0,-1.0,0.0
690.0,1569.0,-1.0,0.0
1581.0,1106.0,-1.0,0.0
1169.0,442.0,-1.0,0.0
1216.0,1481.0,-1.0,0.0
703.0,1865.0,-1.0,0.0
780.0,567.0,-1.0,0.0
1481.0,1398.0,-1.0,0.0
1113.0,364.0,-1.0,0.0
475.0,1966.0,-1.0,0.0
1897.0,423.0,-1.0,0.0
1960.0,1007.0,-1.0,0.0
368.0,291.0,-1.0,0.0
1725.0,128.0,-1.0,0.0
361.0,378.0,-1.0,0.0
276.0,1854.0,-1.0,0.0
119.0,649.0,-1.0,0.0
1176.0,54.0,-1.0,0.0
650.0,390.0,-1.0,0.0
981.0,1153.0,-1.0,0.0
582.0,1296.0,-1.0,0.0
524.0,682.0,-1.0,0.0
381.0,1138.0,-1.0,0.0
1769.0,1513.0,-1.0,0.0
1145.0,1412.0,-1.0,0.0
1016.0,225.0,-1.0,0.0
1236.0,1116.0,-1.0,0.0
437.0,1266.0,-1.0,0.0
1363.0,1218.0,-1.0,0.0
776.0,96.0,-1.0,0.0
1761.0,1797.0,-1.0,0.0
615.0,814.0,-1.0,0.0
1545.0,938.0,-1.0,0.0
1113.0,645.0,-1.0,0.0
1014.0,811.0,-1.0,0.0
1005.0,1053.0,-1.0,0.0
812.0,1194.0,-1.0,0.0
738.0,860.0,-1.0,0.0
801.0,650.0,-1.0,0.0
1368.0,766.0,-1.0,0.0
260.0,503.0,-1.0,0.0
326.0,326.0,-1.0,0.0
972.0,783.0,-1.0,0.0
1253.0,45.0,-1.0,0.0
63.0,1844.0,-1.0,0.0
1540.0,810.0,-1.0,0.0
